0.400608	-1.16141
0.399456	-1.17539
0.398208	-1.17091
0.402752	-1.17645
0.405952	-1.17814
0.405408	-1.17514
0.40296	-1.16771
0.401904	-1.17754
0.402768	-1.1705
0.406432	-1.18029
0.40136	-1.16915
0.399776	-1.16656
0.401168	-1.17018
0.399984	-1.1631
0.391824	-1.14586
0.393744	-1.1648
0.40008	-1.16918
0.40568	-1.18163
0.410208	-1.18864
0.409168	-1.1768
0.413152	-1.18237
0.412336	-1.17011
0.412384	-1.16618
0.417664	-1.1809
0.422304	-1.19363
0.425344	-1.192
0.427904	-1.19747
0.429104	-1.2015
0.430848	-1.19789
0.4268	-1.19408
0.423072	-1.18883
0.426512	-1.19702
0.428384	-1.19546
0.427616	-1.19504
0.42968	-1.19635
0.425872	-1.18944
0.428	-1.19229
0.4208	-1.19229
0.417664	-1.17651
0.408656	-1.16314
0.408512	-1.16349
0.408128	-1.16422
0.404736	-1.15914
0.405504	-1.15766
0.401072	-1.1567
0.403456	-1.16112
0.404016	-1.16646
0.402144	-1.16368
0.402	-1.1687
0.399008	-1.16099
0.402032	-1.1593
0.403952	-1.16963
0.407824	-1.18262
0.404864	-1.17488
0.403024	-1.16835
0.400736	-1.16787
0.400768	-1.15555
0.403408	-1.15958
0.404112	-1.17046
0.402576	-1.16406
0.398192	-1.1567
0.391152	-1.1503
0.39208	-1.1615
0.395584	-1.17011
0.398208	-1.1625
0.397616	-1.16093
0.397216	-1.16109
0.392272	-1.17078
0.396496	-1.16835
0.392016	-1.1569
0.391552	-1.15357
0.38696	-1.14368
0.382	-1.14746
0.388864	-1.15741
0.386304	-1.15322
0.3888	-1.16173
0.38912	-1.1713
0.38544	-1.16173
0.38584	-1.15283
0.386048	-1.14355
0.391376	-1.14784
0.398624	-1.15626
0.402848	-1.15731
0.406512	-1.15482
0.40944	-1.16422
0.410592	-1.17261
0.408672	-1.16262
0.408816	-1.1713
0.40688	-1.17958
0.409392	-1.18493
0.406832	-1.18272
0.407184	-1.18522
0.405184	-1.17696
0.408288	-1.1736
0.409296	-1.16918
0.401264	-1.17107
0.40056	-1.16656
0.405728	-1.17504
0.400784	-1.15949
0.410064	-1.18003
0.408704	-1.16947
0.41144	-1.1767
0.406704	-1.16733
0.402512	-1.16762
0.402464	-1.17245
0.397696	-1.15882
0.403072	-1.16285
0.407088	-1.16454
0.40456	-1.17536
0.400816	-1.18163
0.40296	-1.17392
0.402272	-1.1705
0.405104	-1.1793
0.4056	-1.17622
0.404832	-1.18019
0.404784	-1.1743
0.405936	-1.17613
0.401872	-1.16896
0.404752	-1.17827
0.403488	-1.18211
0.39768	-1.17946
0.399312	-1.17811
0.399344	-1.1775
0.397328	-1.17984
0.397472	-1.1784
0.400032	-1.18214
0.394256	-1.17187
0.396496	-1.17379
0.404656	-1.17539
0.414864	-1.17552
0.41832	-1.18186
0.412016	-1.17277
0.4164	-1.18864
0.419248	-1.2025
0.418672	-1.19494
0.4188	-1.18512
0.418464	-1.18275
0.415008	-1.1919
0.412272	-1.1728
0.421312	-1.19587
0.417312	-1.19478
0.422016	-1.18624
0.420704	-1.18912
0.420224	-1.18445
0.421696	-1.17645
0.421712	-1.18378
0.429824	-1.1889
0.428736	-1.1807
0.428624	-1.18806
0.42928	-1.19082
0.42448	-1.1791
0.424832	-1.1841
0.42624	-1.18282
0.424672	-1.17866
0.417072	-1.1783
0.417296	-1.17789
0.415696	-1.18125
0.41504	-1.172
0.414704	-1.17149
0.412576	-1.17693
0.4084	-1.17661
0.40808	-1.16653
0.40568	-1.17181
0.40624	-1.16403
0.404032	-1.16122
0.405808	-1.17242
0.408368	-1.17274
0.408496	-1.17491
0.418928	-1.18746
0.4192	-1.18736
0.413504	-1.17389
0.41248	-1.18016
0.415888	-1.1809
0.416416	-1.17478
0.41944	-1.18435
0.425552	-1.18573
0.422944	-1.17229
0.431312	-1.19734
0.429088	-1.19498
0.428368	-1.19248
0.427984	-1.20112
0.42872	-1.19741
0.4244	-1.19926
0.42008	-1.18803
0.421328	-1.19213
0.4272	-1.196
0.428416	-1.19229
0.430448	-1.19491
0.429408	-1.20154
0.42392	-1.19952
0.428592	-1.20522
0.427856	-1.19594
0.42776	-1.19613
0.43392	-1.20362
0.432496	-1.18528
0.432832	-1.19331
